Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeRating,AwayRating,Difference,CorrPred,HomeTeamLeaguePos,HomeTeamPoints,HomeTeamGamesPlayed,HomeTeamGoalDifference,HomeTeamGoalsFor,HomeTeamGoalsAgainst,HomeTeamWon,HomeTeamLost,HomeTeamDrawn,HomeTeamHomePoints,HomeTeamHomeGamesPlayed,HomeTeamHomeGoalDifference,HomeTeamHomeGoalsFor,HomeTeamHomeGoalsAgainst,HomeTeamHomeWon,HomeTeamHomeLost,HomeTeamHomeDrawn,HomeTeamAwayPoints,HomeTeamAwayGamesPlayed,HomeTeamAwayGoalDifference,HomeTeamAwayGoalsFor,HomeTeamAwayGoalsAgainst,HomeTeamAwayWon,HomeTeamAwayLost,HomeTeamAwayDrawn,AwayTeamLeaguePos,AwayTeamPoints,AwayTeamGamesPlayed,AwayTeamGoalDifference,AwayTeamGoalsFor,AwayTeamGoalsAgainst,AwayTeamWon,AwayTeamLost,AwayTeamDrawn,AwayTeamHomePoints,AwayTeamHomeGamesPlayed,AwayTeamHomeGoalDifference,AwayTeamHomeGoalsFor,AwayTeamHomeGoalsAgainst,AwayTeamHomeWon,AwayTeamHomeLost,AwayTeamHomeDrawn,AwayTeamAwayPoints,AwayTeamAwayGamesPlayed,AwayTeamAwayGoalDifference,AwayTeamAwayGoalsFor,AwayTeamAwayGoalsAgainst,AwayTeamAwayWon,AwayTeamAwayLost,AwayTeamAwayDrawn,HTHomeTeamLeaguePos,HTHomeTeamPoints,HTHomeTeamGamesPlayed,HTHomeTeamGoalDifference,HTHomeTeamGoalsFor,HTHomeTeamGoalsAgainst,HTHomeTeamWon,HTHomeTeamLost,HTHomeTeamDrawn,HTHomeTeamHomePoints,HTHomeTeamHomeGamesPlayed,HTHomeTeamHomeGoalDifference,HTHomeTeamHomeGoalsFor,HTHomeTeamHomeGoalsAgainst,HTHomeTeamHomeWon,HTHomeTeamHomeLost,HTHomeTeamHomeDrawn,HTHomeTeamAwayPoints,HTHomeTeamAwayGamesPlayed,HTHomeTeamAwayGoalDifference,HTHomeTeamAwayGoalsFor,HTHomeTeamAwayGoalsAgainst,HTHomeTeamAwayWon,HTHomeTeamAwayLost,HTHomeTeamAwayDrawn,HTAwayTeamLeaguePos,HTAwayTeamPoints,HTAwayTeamGamesPlayed,HTAwayTeamGoalDifference,HTAwayTeamGoalsFor,HTAwayTeamGoalsAgainst,HTAwayTeamWon,HTAwayTeamLost,HTAwayTeamDrawn,HTAwayTeamHomePoints,HTAwayTeamHomeGamesPlayed,HTAwayTeamHomeGoalDifference,HTAwayTeamHomeGoalsFor,HTAwayTeamHomeGoalsAgainst,HTAwayTeamHomeWon,HTAwayTeamHomeLost,HTAwayTeamHomeDrawn,HTAwayTeamAwayPoints,HTAwayTeamAwayGamesPlayed,HTAwayTeamAwayGoalDifference,HTAwayTeamAwayGoalsFor,HTAwayTeamAwayGoalsAgainst,HTAwayTeamAwayWon,HTAwayTeamAwayLost,HTAwayTeamAwayDrawn,Form,PPower
2016-10-22,Liverpool,West Brom,2,1,H,2,0,H,21,6,7,1,9,13,3,2,1,3,0,0,20.65,19.98,0.87,1,4,17,8,8,18,10,5,1,2,7,3,7,9,2,2,0,1,7,3,7,9,2,2,0,1,12,10,8,1,9,8,2,2,4,5,4,0,3,3,1,1,2,5,4,0,3,3,1,1,2,16,7,5,1,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,4,0,1,0,1,0,3,6,4,0,1,0,1,0,3,6,4,0,1,0,1,0,3,19,4.366666666666666
2016-10-22,Bournemouth,Tottenham,0,0,D,0,0,D,8,16,1,4,10,15,7,4,2,4,0,0,20.21,20.66,-0.25,0,11,11,8,-5,12,12,3,8,2,9,4,0,9,4,3,1,0,9,4,0,9,4,3,1,0,3,18,8,9,13,4,5,0,3,8,4,5,8,3,2,0,2,8,4,5,8,3,2,0,2,12,8,5,-1,2,2,2,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,15,12,1,10,9,3,1,6,7,4,2,3,1,2,1,1,7,4,2,3,1,2,1,1,19,5.133333333333334
2016-10-22,West Ham,Sunderland,1,0,H,0,0,D,20,10,3,2,10,13,6,2,2,5,0,0,19.44,19.31,0.32,1,16,7,8,-9,9,17,2,6,1,4,4,-4,4,8,1,2,1,4,4,-4,4,8,1,2,1,20,2,8,-7,6,15,0,11,2,1,4,-2,2,6,0,3,1,1,4,-2,2,6,0,3,1,3,18,11,-2,5,6,5,2,3,14,7,0,4,1,4,1,2,14,7,0,4,1,4,1,2,13,8,10,-2,1,5,1,2,5,2,4,-1,0,3,0,2,2,2,4,-1,0,3,0,2,2,3,2.3000000000000003
2016-10-23,Man City,Southampton,1,1,D,0,1,A,14,6,3,2,11,10,10,3,3,3,0,0,20.75,20.25,0.7,0,3,19,8,11,19,8,6,1,1,10,4,7,10,3,3,0,1,10,4,7,10,3,3,0,1,8,12,8,1,10,7,3,2,3,4,4,0,4,4,1,2,1,4,4,0,4,4,1,2,1,16,7,4,3,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6,2,4,2,2,1,3,5,4,0,2,2,1,1,2,5,4,0,2,2,1,1,2,14,4.133333333333333
2016-10-23,Man City,Southampton,1,1,D,0,1,A,14,6,3,2,11,10,10,3,3,3,0,0,20.75,20.25,0.7,0,3,19,8,11,19,8,6,1,1,10,4,7,10,3,3,0,1,10,4,7,10,3,3,0,1,8,12,8,1,10,7,3,2,3,4,4,0,4,4,1,2,1,4,4,0,4,4,1,2,1,16,7,4,3,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6,2,4,2,2,1,3,5,4,0,2,2,1,1,2,5,4,0,2,2,1,1,2,17,4.683333333333334
2016-10-23,Chelsea,Man United,4,0,H,2,0,H,14,16,6,5,7,17,5,7,3,2,0,0,20.43,20.33,0.3,1,5,16,8,3,15,9,5,2,1,9,4,3,9,3,3,1,0,9,4,3,9,3,3,1,0,7,14,8,5,13,8,4,2,2,7,4,1,5,4,2,1,1,7,4,1,5,4,2,1,1,7,13,11,-2,4,6,2,1,7,8,7,0,3,3,1,1,5,8,7,0,3,3,1,1,5,3,19,11,6,10,4,5,1,4,5,4,0,1,1,1,1,2,5,4,0,1,1,1,1,2,13,4.75
2016-10-23,Chelsea,Man United,4,0,H,2,0,H,14,16,6,5,7,17,5,7,3,2,0,0,20.43,20.33,0.3,1,5,16,8,3,15,9,5,2,1,9,4,3,9,3,3,1,0,9,4,3,9,3,3,1,0,7,14,8,5,13,8,4,2,2,7,4,1,5,4,2,1,1,7,4,1,5,4,2,1,1,7,13,11,-2,4,6,2,1,7,8,7,0,3,3,1,1,5,8,7,0,3,3,1,1,5,3,19,11,6,10,4,5,1,4,5,4,0,1,1,1,1,2,5,4,0,1,1,1,1,2,11,4.683333333333333
2016-10-29,Middlesbrough,Bournemouth,2,0,H,1,0,H,10,15,3,3,3,5,4,7,1,1,0,0,19.75,20.23,-0.28,0,17,7,9,-4,7,11,1,4,4,1,4,-2,3,6,0,3,1,1,4,-2,3,6,0,3,1,10,12,9,0,12,12,3,8,3,2,4,-5,3,8,0,2,2,2,4,-5,3,8,0,2,2,1,20,15,-1,7,6,4,1,8,14,10,3,4,3,3,2,5,14,10,3,4,3,3,2,5,16,8,5,-1,2,2,2,1,2,7,4,-1,2,2,2,1,1,7,4,-1,2,2,2,1,1,12,3.616666666666666
2016-10-29,Watford,Hull,1,0,H,0,0,D,22,8,0,2,13,8,7,2,1,2,0,0,19.96,18.75,1.41,1,9,12,9,0,13,13,3,3,3,4,4,-1,7,8,1,2,1,4,4,-1,7,8,1,2,1,18,7,9,-12,8,22,2,6,1,4,4,-2,5,12,1,2,1,4,4,-2,5,12,1,2,1,15,8,7,0,3,3,1,1,5,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,19,12,7,14,9,5,2,4,2,4,-3,1,6,0,2,2,2,4,-3,1,6,0,2,2,2,2.0500000000000003
2016-10-29,Crystal Palace,Liverpool,2,4,A,2,3,A,7,17,6,10,15,5,3,3,1,2,0,0,19.79,20.67,-0.67,1,11,11,9,2,12,12,3,5,2,4,4,2,5,4,1,2,1,4,4,2,5,4,1,2,1,3,20,9,8,20,11,6,1,2,10,5,0,9,8,3,1,1,10,5,0,9,8,3,1,1,12,9,10,1,4,6,2,3,3,7,5,0,3,2,2,2,1,7,5,0,3,2,2,2,1,18,7,5,1,4,4,2,2,1,7,5,1,4,4,2,2,1,7,5,1,4,4,2,2,1,20,4.7
2016-10-29,Watford,Hull,1,0,H,0,0,D,22,8,0,2,13,8,7,2,1,2,0,0,19.96,18.75,1.41,1,9,12,9,0,13,13,3,3,3,4,4,-1,7,8,1,2,1,4,4,-1,7,8,1,2,1,18,7,9,-12,8,22,2,6,1,4,4,-2,5,12,1,2,1,4,4,-2,5,12,1,2,1,15,8,7,0,3,3,1,1,5,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,19,12,7,14,9,5,2,4,2,4,-3,1,6,0,2,2,2,4,-3,1,6,0,2,2,16,2.9
2016-10-29,Tottenham,Leicester,1,1,D,1,0,H,22,6,5,1,11,20,8,1,3,4,0,0,20.63,19.74,1.09,0,4,19,9,9,13,4,5,0,4,10,4,2,5,1,3,0,1,10,4,2,5,1,3,0,1,12,11,9,-6,11,15,3,4,2,0,4,-7,3,13,0,4,0,0,4,-7,3,13,0,4,0,5,16,13,1,10,9,3,1,7,8,8,3,7,8,1,2,5,8,8,3,7,8,1,2,5,14,9,12,-8,4,14,2,4,3,0,4,-6,1,9,0,4,0,0,4,-6,1,9,0,4,0,7,3.4333333333333336
2016-10-29,Man United,Burnley,0,0,D,0,0,D,37,7,11,1,12,9,19,1,1,3,1,0,19.96,19.77,0.39,0,7,14,9,5,13,12,4,3,2,7,4,4,8,4,2,1,1,7,4,4,8,4,2,1,1,14,10,9,-6,8,13,3,6,1,0,3,-6,1,9,0,3,0,0,3,-6,1,9,0,3,0,3,19,12,6,10,6,5,2,4,14,7,0,9,3,4,1,2,14,7,0,9,3,4,1,2,10,10,8,0,3,3,2,2,4,1,3,-3,0,3,0,2,1,1,3,-3,0,3,0,2,1,7,2.9333333333333336
2016-10-29,West Brom,Man City,0,4,A,0,2,A,9,21,1,8,17,10,1,7,4,3,0,0,19.97,20.68,-0.51,1,13,10,9,1,10,10,2,3,4,5,4,1,6,5,1,1,2,5,4,1,6,5,1,1,2,1,20,9,11,20,9,6,1,2,9,4,6,9,5,3,1,0,9,4,6,9,5,3,1,0,19,6,5,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,4,3,5,4,2,1,1,7,4,3,5,4,2,1,1,7,4,3,5,4,2,1,1,15,4.3
2016-10-29,Middlesbrough,Bournemouth,2,0,H,1,0,H,10,15,3,3,3,5,4,7,1,1,0,0,19.75,20.23,-0.28,0,17,7,9,-4,7,11,1,4,4,1,4,-2,3,6,0,3,1,1,4,-2,3,6,0,3,1,10,12,9,0,12,12,3,8,3,2,4,-5,3,8,0,2,2,2,4,-5,3,8,0,2,2,1,20,15,-1,7,6,4,1,8,14,10,3,4,3,3,2,5,14,10,3,4,3,3,2,5,16,8,5,-1,2,2,2,1,2,7,4,-1,2,2,2,1,1,7,4,-1,2,2,2,1,1,4,2.3333333333333335
2016-10-29,Man United,Burnley,0,0,D,0,0,D,37,7,11,1,12,9,19,1,1,3,1,0,19.96,19.77,0.39,0,7,14,9,5,13,12,4,3,2,7,4,4,8,4,2,1,1,7,4,4,8,4,2,1,1,14,10,9,-6,8,13,3,6,1,0,3,-6,1,9,0,3,0,0,3,-6,1,9,0,3,0,3,19,12,6,10,6,5,2,4,14,7,0,9,3,4,1,2,14,7,0,9,3,4,1,2,10,10,8,0,3,3,2,2,4,1,3,-3,0,3,0,2,1,1,3,-3,0,3,0,2,1,6,4.083333333333333
2016-10-29,West Brom,Man City,0,4,A,0,2,A,9,21,1,8,17,10,1,7,4,3,0,0,19.97,20.68,-0.51,1,13,10,9,1,10,10,2,3,4,5,4,1,6,5,1,1,2,5,4,1,6,5,1,1,2,1,20,9,11,20,9,6,1,2,9,4,6,9,5,3,1,0,9,4,6,9,5,3,1,0,19,6,5,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,4,3,5,4,2,1,1,7,4,3,5,4,2,1,1,7,4,3,5,4,2,1,1,8,2.4333333333333336
2016-10-29,Crystal Palace,Liverpool,2,4,A,2,3,A,7,17,6,10,15,5,3,3,1,2,0,0,19.79,20.67,-0.67,1,11,11,9,2,12,12,3,5,2,4,4,2,5,4,1,2,1,4,4,2,5,4,1,2,1,3,20,9,8,20,11,6,1,2,10,5,0,9,8,3,1,1,10,5,0,9,8,3,1,1,12,9,10,1,4,6,2,3,3,7,5,0,3,2,2,2,1,7,5,0,3,2,2,2,1,18,7,5,1,4,4,2,2,1,7,5,1,4,4,2,2,1,7,5,1,4,4,2,2,1,15,4.4
2016-10-29,Tottenham,Leicester,1,1,D,1,0,H,22,6,5,1,11,20,8,1,3,4,0,0,20.63,19.74,1.09,0,4,19,9,9,13,4,5,0,4,10,4,2,5,1,3,0,1,10,4,2,5,1,3,0,1,12,11,9,-6,11,15,3,4,2,0,4,-7,3,13,0,4,0,0,4,-7,3,13,0,4,0,5,16,13,1,10,9,3,1,7,8,8,3,7,8,1,2,5,8,8,3,7,8,1,2,5,14,9,12,-8,4,14,2,4,3,0,4,-6,1,9,0,4,0,0,4,-6,1,9,0,4,0,20,5.366666666666667
2016-10-29,Sunderland,Arsenal,1,4,A,0,1,A,3,21,1,7,9,13,0,8,4,3,0,0,19.25,20.61,-1.16,1,20,2,9,-9,6,16,0,14,2,1,4,-5,4,9,0,3,1,1,4,-5,4,9,0,3,1,2,20,9,10,19,9,6,2,2,10,4,5,8,2,3,0,1,10,4,5,8,2,3,0,1,13,9,11,-4,1,5,1,2,6,6,6,3,1,2,1,2,3,6,6,3,1,2,1,2,3,11,9,6,3,5,2,2,0,3,8,4,4,4,0,2,0,2,8,4,4,4,0,2,0,2,1,2.5
2016-10-29,Sunderland,Arsenal,1,4,A,0,1,A,3,21,1,7,9,13,0,8,4,3,0,0,19.25,20.61,-1.16,1,20,2,9,-9,6,16,0,14,2,1,4,-5,4,9,0,3,1,1,4,-5,4,9,0,3,1,2,20,9,10,19,9,6,2,2,10,4,5,8,2,3,0,1,10,4,5,8,2,3,0,1,13,9,11,-4,1,5,1,2,6,6,6,3,1,2,1,2,3,6,6,3,1,2,1,2,3,11,9,6,3,5,2,2,0,3,8,4,4,4,0,2,0,2,8,4,4,4,0,2,0,2,20,4.866666666666667
2016-10-30,Southampton,Chelsea,0,2,A,0,1,A,9,13,1,7,13,16,7,3,0,0,0,0,20.32,20.8,-0.28,1,9,13,9,3,11,8,3,2,4,8,4,1,6,3,2,0,2,8,4,1,6,3,2,0,2,5,19,9,6,19,9,6,2,1,7,4,-2,6,6,2,1,1,7,4,-2,6,6,2,1,1,11,12,7,2,5,2,3,1,3,4,2,0,2,0,1,0,1,4,2,0,2,0,1,0,1,8,13,11,-2,4,6,2,1,7,5,4,-2,1,3,1,1,2,5,4,-2,1,3,1,1,2,15,3.85
2016-10-30,Southampton,Chelsea,0,2,A,0,1,A,9,13,1,7,13,16,7,3,0,0,0,0,20.32,20.8,-0.28,1,9,13,9,3,11,8,3,2,4,8,4,1,6,3,2,0,2,8,4,1,6,3,2,0,2,5,19,9,6,19,9,6,2,1,7,4,-2,6,6,2,1,1,7,4,-2,6,6,2,1,1,11,12,7,2,5,2,3,1,3,4,2,0,2,0,1,0,1,4,2,0,2,0,1,0,1,8,13,11,-2,4,6,2,1,7,5,4,-2,1,3,1,1,2,5,4,-2,1,3,1,1,2,13,4.483333333333333
2016-10-30,Everton,West Ham,2,0,H,0,0,D,17,13,6,3,15,12,8,8,2,3,0,0,20.26,19.51,0.95,1,6,15,9,6,13,8,4,2,3,8,4,3,6,3,2,0,2,8,4,3,6,3,2,0,2,16,10,9,-8,10,17,3,6,1,3,4,-5,5,9,1,3,0,3,4,-5,5,9,1,3,0,7,14,13,-1,6,9,3,2,5,11,8,0,5,6,3,3,2,11,8,0,5,6,3,3,2,4,18,11,-2,5,6,5,2,3,4,4,-5,1,5,1,2,1,4,4,-5,1,5,1,2,1,9,5.216666666666666
2016-10-30,Everton,West Ham,2,0,H,0,0,D,17,13,6,3,15,12,8,8,2,3,0,0,20.26,19.51,0.95,1,6,15,9,6,13,8,4,2,3,8,4,3,6,3,2,0,2,8,4,3,6,3,2,0,2,16,10,9,-8,10,17,3,6,1,3,4,-5,5,9,1,3,0,3,4,-5,5,9,1,3,0,7,14,13,-1,6,9,3,2,5,11,8,0,5,6,3,3,2,11,8,0,5,6,3,3,2,4,18,11,-2,5,6,5,2,3,4,4,-5,1,5,1,2,1,4,4,-5,1,5,1,2,1,11,3.3666666666666667
2016-10-31,Stoke,Swansea,3,1,H,1,1,D,17,14,4,6,7,14,6,4,2,0,0,0,19.66,19.69,0.16,1,17,9,9,-9,9,16,2,8,3,4,4,-7,4,9,1,2,1,4,4,-7,4,9,1,2,1,19,5,9,-7,8,15,1,6,2,3,4,-1,4,6,1,3,0,3,4,-1,4,6,1,3,0,9,13,11,-3,4,6,3,2,4,8,6,0,3,3,2,2,2,8,6,0,3,3,2,2,2,7,14,9,6,10,5,4,2,2,2,4,-1,1,3,0,2,2,2,4,-1,1,3,0,2,2,11,3.383333333333333
2016-10-31,Stoke,Swansea,3,1,H,1,1,D,17,14,4,6,7,14,6,4,2,0,0,0,19.66,19.69,0.16,1,17,9,9,-9,9,16,2,8,3,4,4,-7,4,9,1,2,1,4,4,-7,4,9,1,2,1,19,5,9,-7,8,15,1,6,2,3,4,-1,4,6,1,3,0,3,4,-1,4,6,1,3,0,9,13,11,-3,4,6,3,2,4,8,6,0,3,3,2,2,2,8,6,0,3,3,2,2,2,7,14,9,6,10,5,4,2,2,2,4,-1,1,3,0,2,2,2,4,-1,1,3,0,2,2,2,2.1333333333333333
2016-11-05,Chelsea,Everton,5,0,H,3,0,H,21,1,9,0,5,16,4,2,0,3,0,0,20.97,20.36,0.81,1,4,22,10,10,21,9,7,2,1,12,5,6,13,3,4,1,0,12,5,6,13,3,4,1,0,6,18,10,5,15,8,5,2,3,7,5,3,7,5,2,2,1,7,5,3,7,5,2,2,1,6,16,12,-2,5,6,3,1,7,8,7,0,3,3,1,1,5,8,7,0,3,3,1,1,5,8,14,13,-1,6,9,3,2,5,3,5,-1,1,3,0,2,3,3,5,-1,1,3,0,2,3,16,3.766666666666666
2016-11-05,Burnley,Crystal Palace,3,2,H,2,0,H,14,16,7,5,11,12,4,7,1,2,0,0,19.81,19.66,0.35,1,14,11,10,-5,8,13,3,6,2,10,6,2,7,4,3,2,1,10,6,2,7,4,3,2,1,13,11,10,0,14,16,3,6,2,7,5,1,7,8,2,2,1,7,5,1,7,8,2,2,1,12,11,9,0,3,3,2,2,5,9,5,-1,3,0,2,0,3,9,5,-1,3,0,2,0,3,15,9,10,1,4,6,2,3,3,2,5,-2,1,4,0,3,2,2,5,-2,1,4,0,3,2,8,2.6166666666666667
2016-11-05,Man City,Middlesbrough,1,1,D,1,0,H,25,5,7,3,7,15,8,2,1,3,0,0,21.03,19.98,1.25,0,1,23,10,11,24,9,7,1,2,11,5,7,11,4,3,0,2,11,5,7,11,4,3,0,2,16,10,10,-4,9,11,2,4,4,6,5,-1,4,5,1,1,3,6,5,-1,4,5,1,1,3,13,10,5,1,7,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,15,-1,7,6,4,1,8,6,5,0,3,3,1,1,3,6,5,0,3,3,1,1,3,15,4.3999999999999995
2016-11-05,West Ham,Stoke,1,1,D,0,0,D,9,12,2,4,11,10,6,4,4,1,0,0,19.4,19.84,-0.24,0,17,10,10,-7,10,19,3,7,1,7,5,-4,5,8,2,2,1,7,5,-4,5,8,2,2,1,12,12,10,-7,12,17,3,8,3,5,5,-4,5,7,1,2,2,5,5,-4,5,7,1,2,2,4,19,12,-1,5,6,5,2,4,14,7,0,4,1,4,1,2,14,7,0,4,1,4,1,2,9,13,11,-3,4,6,3,2,4,5,5,-3,1,3,1,2,2,5,5,-3,1,3,1,2,2,14,3.483333333333334
2016-11-05,Man City,Middlesbrough,1,1,D,1,0,H,25,5,7,3,7,15,8,2,1,3,0,0,21.03,19.98,1.25,0,1,23,10,11,24,9,7,1,2,11,5,7,11,4,3,0,2,11,5,7,11,4,3,0,2,16,10,10,-4,9,11,2,4,4,6,5,-1,4,5,1,1,3,6,5,-1,4,5,1,1,3,13,10,5,1,7,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,15,-1,7,6,4,1,8,6,5,0,3,3,1,1,3,6,5,0,3,3,1,1,3,7,2.4166666666666665
2016-11-05,Bournemouth,Sunderland,1,2,A,1,1,D,22,9,7,4,14,17,12,2,3,2,0,1,20.0,19.06,1.14,0,10,12,10,0,12,14,3,9,3,10,5,5,9,4,3,1,1,10,5,5,9,4,3,1,1,20,2,10,-10,7,20,0,18,2,1,5,-4,2,7,0,4,1,1,5,-4,2,7,0,4,1,19,8,6,0,2,3,2,2,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,16,9,11,-4,1,5,1,2,6,3,5,-3,0,3,0,2,3,3,5,-3,0,3,0,2,3,1,2.066666666666667
2016-11-05,Burnley,Crystal Palace,3,2,H,2,0,H,14,16,7,5,11,12,4,7,1,2,0,0,19.81,19.66,0.35,1,14,11,10,-5,8,13,3,6,2,10,6,2,7,4,3,2,1,10,6,2,7,4,3,2,1,13,11,10,0,14,16,3,6,2,7,5,1,7,8,2,2,1,7,5,1,7,8,2,2,1,12,11,9,0,3,3,2,2,5,9,5,-1,3,0,2,0,3,9,5,-1,3,0,2,0,3,15,9,10,1,4,6,2,3,3,2,5,-2,1,4,0,3,2,2,5,-2,1,4,0,3,2,10,3.8333333333333335
2016-11-05,West Ham,Stoke,1,1,D,0,0,D,9,12,2,4,11,10,6,4,4,1,0,0,19.4,19.84,-0.24,0,17,10,10,-7,10,19,3,7,1,7,5,-4,5,8,2,2,1,7,5,-4,5,8,2,2,1,12,12,10,-7,12,17,3,8,3,5,5,-4,5,7,1,2,2,5,5,-4,5,7,1,2,2,4,19,12,-1,5,6,5,2,4,14,7,0,4,1,4,1,2,14,7,0,4,1,4,1,2,9,13,11,-3,4,6,3,2,4,5,5,-3,1,3,1,2,2,5,5,-3,1,3,1,2,2,9,5.033333333333333
2016-11-05,Bournemouth,Sunderland,1,2,A,1,1,D,22,9,7,4,14,17,12,2,3,2,0,1,20.0,19.06,1.14,0,10,12,10,0,12,14,3,9,3,10,5,5,9,4,3,1,1,10,5,5,9,4,3,1,1,20,2,10,-10,7,20,0,18,2,1,5,-4,2,7,0,4,1,1,5,-4,2,7,0,4,1,19,8,6,0,2,3,2,2,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,16,9,11,-4,1,5,1,2,6,3,5,-3,0,3,0,2,3,3,5,-3,0,3,0,2,3,9,3.65
2016-11-05,Chelsea,Everton,5,0,H,3,0,H,21,1,9,0,5,16,4,2,0,3,0,0,20.97,20.36,0.81,1,4,22,10,10,21,9,7,2,1,12,5,6,13,3,4,1,0,12,5,6,13,3,4,1,0,6,18,10,5,15,8,5,2,3,7,5,3,7,5,2,2,1,7,5,3,7,5,2,2,1,6,16,12,-2,5,6,3,1,7,8,7,0,3,3,1,1,5,8,7,0,3,3,1,1,5,8,14,13,-1,6,9,3,2,5,3,5,-1,1,3,0,2,3,3,5,-1,1,3,0,2,3,9,3.4333333333333336
2016-11-06,Liverpool,Watford,6,1,H,3,0,H,28,11,17,8,14,10,6,3,1,2,0,0,20.8,19.92,1.08,1,4,23,10,9,24,13,7,1,2,10,4,7,11,3,3,0,1,10,4,7,11,3,3,0,1,8,15,10,0,14,13,4,3,3,8,5,1,6,5,2,1,2,8,5,1,6,5,2,1,2,15,10,6,0,7,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,7,0,3,3,1,1,5,6,5,0,3,3,1,1,3,6,5,0,3,3,1,1,3,14,3.8000000000000003
2016-11-06,Swansea,Man United,1,3,A,0,3,A,6,9,1,3,9,16,2,0,0,2,0,0,19.51,19.92,-0.21,1,19,5,10,-7,9,18,1,7,2,2,5,-5,4,9,0,3,2,2,5,-5,4,9,0,3,2,7,15,10,1,13,12,4,3,3,7,5,1,5,8,2,2,1,7,5,1,5,8,2,2,1,8,15,10,5,11,6,4,2,3,12,5,0,9,2,4,1,0,12,5,0,9,2,4,1,0,3,19,12,6,10,6,5,2,4,5,5,0,1,3,1,2,2,5,5,0,1,3,1,2,2,1,2.3833333333333333
2016-11-06,Leicester,West Brom,1,2,A,0,0,D,5,11,2,5,8,8,5,6,0,2,0,0,19.85,19.62,0.43,0,13,12,10,-4,12,16,3,4,3,11,5,4,8,2,3,0,2,11,5,4,8,2,3,0,2,17,10,10,0,10,14,2,4,4,5,5,0,4,5,1,2,2,5,5,0,4,5,1,2,2,18,9,13,-10,4,15,2,5,3,9,8,0,3,5,2,3,3,9,8,0,3,5,2,3,3,4,19,13,-1,9,5,4,1,7,6,5,1,1,2,1,1,3,6,5,1,1,2,1,1,3,8,2.266666666666667
2016-11-06,Hull,Southampton,2,1,H,0,1,A,6,19,2,7,13,15,1,10,0,5,0,0,18.8,20.15,-1.15,0,18,7,10,-14,8,23,2,7,1,3,5,-5,3,10,1,4,0,3,5,-5,3,10,1,4,0,10,13,10,3,11,10,3,3,4,5,5,0,5,5,1,2,2,5,5,0,5,5,1,2,2,1,20,13,5,14,9,5,2,5,17,8,7,13,3,5,1,2,17,8,7,13,3,5,1,2,12,12,7,2,5,2,3,1,3,8,5,0,3,2,2,1,2,8,5,0,3,2,2,1,2,15,4.05
2016-11-06,Swansea,Man United,1,3,A,0,3,A,6,9,1,3,9,16,2,0,0,2,0,0,19.51,19.92,-0.21,1,19,5,10,-7,9,18,1,7,2,2,5,-5,4,9,0,3,2,2,5,-5,4,9,0,3,2,7,15,10,1,13,12,4,3,3,7,5,1,5,8,2,2,1,7,5,1,5,8,2,2,1,8,15,10,5,11,6,4,2,3,12,5,0,9,2,4,1,0,12,5,0,9,2,4,1,0,3,19,12,6,10,6,5,2,4,5,5,0,1,3,1,2,2,5,5,0,1,3,1,2,2,7,5.083333333333333
2016-11-06,Arsenal,Tottenham,1,1,D,1,0,H,15,10,2,3,11,17,7,2,1,2,0,0,20.79,20.52,0.47,0,3,23,10,10,23,10,7,2,2,10,5,4,11,7,3,1,1,10,5,4,11,7,3,1,1,5,20,10,9,14,5,5,0,5,9,5,5,8,3,2,0,3,9,5,5,8,3,2,0,3,11,12,7,3,6,2,3,0,3,1,2,0,1,2,0,1,1,1,2,0,1,2,0,1,1,6,16,13,1,10,9,3,1,7,8,5,2,3,1,2,1,2,8,5,2,3,1,2,1,2,22,4.8500000000000005
2016-11-06,Hull,Southampton,2,1,H,0,1,A,6,19,2,7,13,15,1,10,0,5,0,0,18.8,20.15,-1.15,0,18,7,10,-14,8,23,2,7,1,3,5,-5,3,10,1,4,0,3,5,-5,3,10,1,4,0,10,13,10,3,11,10,3,3,4,5,5,0,5,5,1,2,2,5,5,0,5,5,1,2,2,1,20,13,5,14,9,5,2,5,17,8,7,13,3,5,1,2,17,8,7,13,3,5,1,2,12,12,7,2,5,2,3,1,3,8,5,0,3,2,2,1,2,8,5,0,3,2,2,1,2,0,1.8333333333333333
