Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeRating,AwayRating,Difference,CorrPred,HomeTeamLeaguePos,HomeTeamPoints,HomeTeamGamesPlayed,HomeTeamGoalDifference,HomeTeamGoalsFor,HomeTeamGoalsAgainst,HomeTeamWon,HomeTeamLost,HomeTeamDrawn,HomeTeamHomePoints,HomeTeamHomeGamesPlayed,HomeTeamHomeGoalDifference,HomeTeamHomeGoalsFor,HomeTeamHomeGoalsAgainst,HomeTeamHomeWon,HomeTeamHomeLost,HomeTeamHomeDrawn,HomeTeamAwayPoints,HomeTeamAwayGamesPlayed,HomeTeamAwayGoalDifference,HomeTeamAwayGoalsFor,HomeTeamAwayGoalsAgainst,HomeTeamAwayWon,HomeTeamAwayLost,HomeTeamAwayDrawn,AwayTeamLeaguePos,AwayTeamPoints,AwayTeamGamesPlayed,AwayTeamGoalDifference,AwayTeamGoalsFor,AwayTeamGoalsAgainst,AwayTeamWon,AwayTeamLost,AwayTeamDrawn,AwayTeamHomePoints,AwayTeamHomeGamesPlayed,AwayTeamHomeGoalDifference,AwayTeamHomeGoalsFor,AwayTeamHomeGoalsAgainst,AwayTeamHomeWon,AwayTeamHomeLost,AwayTeamHomeDrawn,AwayTeamAwayPoints,AwayTeamAwayGamesPlayed,AwayTeamAwayGoalDifference,AwayTeamAwayGoalsFor,AwayTeamAwayGoalsAgainst,AwayTeamAwayWon,AwayTeamAwayLost,AwayTeamAwayDrawn,HTHomeTeamLeaguePos,HTHomeTeamPoints,HTHomeTeamGamesPlayed,HTHomeTeamGoalDifference,HTHomeTeamGoalsFor,HTHomeTeamGoalsAgainst,HTHomeTeamWon,HTHomeTeamLost,HTHomeTeamDrawn,HTHomeTeamHomePoints,HTHomeTeamHomeGamesPlayed,HTHomeTeamHomeGoalDifference,HTHomeTeamHomeGoalsFor,HTHomeTeamHomeGoalsAgainst,HTHomeTeamHomeWon,HTHomeTeamHomeLost,HTHomeTeamHomeDrawn,HTHomeTeamAwayPoints,HTHomeTeamAwayGamesPlayed,HTHomeTeamAwayGoalDifference,HTHomeTeamAwayGoalsFor,HTHomeTeamAwayGoalsAgainst,HTHomeTeamAwayWon,HTHomeTeamAwayLost,HTHomeTeamAwayDrawn,HTAwayTeamLeaguePos,HTAwayTeamPoints,HTAwayTeamGamesPlayed,HTAwayTeamGoalDifference,HTAwayTeamGoalsFor,HTAwayTeamGoalsAgainst,HTAwayTeamWon,HTAwayTeamLost,HTAwayTeamDrawn,HTAwayTeamHomePoints,HTAwayTeamHomeGamesPlayed,HTAwayTeamHomeGoalDifference,HTAwayTeamHomeGoalsFor,HTAwayTeamHomeGoalsAgainst,HTAwayTeamHomeWon,HTAwayTeamHomeLost,HTAwayTeamHomeDrawn,HTAwayTeamAwayPoints,HTAwayTeamAwayGamesPlayed,HTAwayTeamAwayGoalDifference,HTAwayTeamAwayGoalsFor,HTAwayTeamAwayGoalsAgainst,HTAwayTeamAwayWon,HTAwayTeamAwayLost,HTAwayTeamAwayDrawn,Form,PPower
2016-10-01,Sunderland,West Brom,1,1,D,0,1,A,7,17,2,7,7,13,6,5,1,3,0,0,19.49,19.95,-0.26,0,20,1,6,-6,5,12,0,6,1,0,3,-4,3,8,0,3,0,0,3,-4,3,8,0,3,0,9,8,6,1,7,6,2,2,2,4,3,0,2,2,1,1,1,4,3,0,2,2,1,1,1,20,4,5,7,0,1,0,1,4,2,2,10,0,0,0,0,2,2,2,10,0,0,0,0,2,18,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,3,2,2.1666666666666665
2016-10-01,West Ham,Middlesbrough,1,1,D,0,0,D,19,9,2,3,13,12,4,5,2,3,0,0,19.18,19.76,-0.38,0,18,3,6,-6,7,16,1,6,0,3,3,-1,3,7,1,2,0,3,3,-1,3,7,1,2,0,16,5,6,-2,6,9,1,3,2,4,3,1,3,4,1,1,1,4,3,1,3,4,1,1,1,2,15,10,1,4,6,4,2,3,14,7,0,4,1,4,1,2,14,7,0,4,1,4,1,2,13,5,5,0,3,5,1,1,2,4,3,2,3,3,1,1,1,4,3,2,3,3,1,1,1,3,3.766666666666667
2016-10-02,Man United,Stoke,1,1,D,0,0,D,24,7,9,6,14,9,13,2,3,0,0,0,20.41,19.15,1.47,0,7,12,6,2,12,7,4,2,0,6,3,1,7,3,2,1,0,6,3,1,7,3,2,1,0,20,2,6,-11,4,15,0,8,2,1,3,-1,2,6,0,2,1,1,3,-1,2,6,0,2,1,19,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,1,3,6,2,2,3,1,3,-1,0,3,0,2,1,1,3,-1,0,3,0,2,1,11,3.983333333333333
2016-10-02,Tottenham,Man City,2,0,H,2,0,H,13,12,7,6,20,10,4,3,2,2,0,0,20.48,21.05,-0.37,0,4,14,6,6,10,3,4,0,2,7,3,1,3,1,2,0,1,7,3,1,3,1,2,0,1,1,18,6,11,18,5,6,0,0,9,3,4,9,3,3,0,0,9,3,4,9,3,3,0,0,4,14,11,-1,10,9,3,1,5,8,8,3,7,8,1,2,5,8,8,3,7,8,1,2,5,12,7,3,3,5,2,2,0,1,7,3,3,5,2,2,0,1,7,3,3,5,2,2,0,1,17,4.95
2016-10-02,Leicester,Southampton,0,0,D,0,0,D,9,11,1,5,9,9,3,6,1,0,0,0,19.72,20.13,-0.2,0,13,7,6,0,8,11,2,3,1,7,3,1,5,1,2,0,1,7,3,1,5,1,2,0,1,11,8,6,-2,7,6,2,2,2,3,3,-3,4,4,1,2,0,3,3,-3,4,4,1,2,0,7,9,11,-4,4,12,2,3,3,9,8,0,3,5,2,3,3,9,8,0,3,5,2,3,3,9,8,5,1,4,2,2,1,2,4,3,-1,2,2,1,1,1,4,3,-1,2,2,1,1,1,9,3.0333333333333337
2016-10-02,Burnley,Arsenal,0,1,A,0,0,D,10,18,1,3,2,3,2,6,0,0,0,0,19.78,20.75,-0.77,1,15,7,6,-5,5,8,2,4,1,7,4,1,5,2,2,1,1,7,4,1,5,2,2,1,1,5,13,6,5,15,7,4,2,1,7,3,2,7,2,2,0,1,7,3,2,7,2,2,0,1,20,3,3,-1,1,3,1,2,0,3,1,0,1,0,1,0,0,3,1,0,1,0,1,0,0,8,8,5,2,5,2,2,0,2,7,3,3,4,0,2,0,1,7,3,3,4,0,2,0,1,7,2.2500000000000004
2016-10-02,Leicester,Southampton,0,0,D,0,0,D,9,11,1,5,9,9,3,6,1,0,0,0,19.72,20.13,-0.2,0,13,7,6,0,8,11,2,3,1,7,3,1,5,1,2,0,1,7,3,1,5,1,2,0,1,11,8,6,-2,7,6,2,2,2,3,3,-3,4,4,1,2,0,3,3,-3,4,4,1,2,0,7,9,11,-4,4,12,2,3,3,9,8,0,3,5,2,3,3,9,8,0,3,5,2,3,3,9,8,5,1,4,2,2,1,2,4,3,-1,2,2,1,1,1,4,3,-1,2,2,1,1,1,7,2.6666666666666665
2016-10-02,Tottenham,Man City,2,0,H,2,0,H,13,12,7,6,20,10,4,3,2,2,0,0,20.48,21.05,-0.37,0,4,14,6,6,10,3,4,0,2,7,3,1,3,1,2,0,1,7,3,1,3,1,2,0,1,1,18,6,11,18,5,6,0,0,9,3,4,9,3,3,0,0,9,3,4,9,3,3,0,0,4,14,11,-1,10,9,3,1,5,8,8,3,7,8,1,2,5,8,8,3,7,8,1,2,5,12,7,3,3,5,2,2,0,1,7,3,3,5,2,2,0,1,7,3,3,5,2,2,0,1,21,4.1499999999999995
2016-10-02,Burnley,Arsenal,0,1,A,0,0,D,10,18,1,3,2,3,2,6,0,0,0,0,19.78,20.75,-0.77,1,15,7,6,-5,5,8,2,4,1,7,4,1,5,2,2,1,1,7,4,1,5,2,2,1,1,5,13,6,5,15,7,4,2,1,7,3,2,7,2,2,0,1,7,3,2,7,2,2,0,1,20,3,3,-1,1,3,1,2,0,3,1,0,1,0,1,0,0,3,1,0,1,0,1,0,0,8,8,5,2,5,2,2,0,2,7,3,3,4,0,2,0,1,7,3,3,4,0,2,0,1,18,3.6833333333333336
2016-10-02,Man United,Stoke,1,1,D,0,0,D,24,7,9,6,14,9,13,2,3,0,0,0,20.41,19.15,1.47,0,7,12,6,2,12,7,4,2,0,6,3,1,7,3,2,1,0,6,3,1,7,3,2,1,0,20,2,6,-11,4,15,0,8,2,1,3,-1,2,6,0,2,1,1,3,-1,2,6,0,2,1,19,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,1,3,6,2,2,3,1,3,-1,0,3,0,2,1,1,3,-1,0,3,0,2,1,1,2.6
2016-10-15,West Brom,Tottenham,1,1,D,0,0,D,8,20,4,8,14,10,5,8,2,2,0,0,19.93,20.72,-0.59,0,9,9,7,1,8,7,2,2,3,4,3,-1,5,4,1,1,1,4,3,-1,5,4,1,1,1,2,17,7,7,12,3,5,0,2,7,3,4,7,2,2,0,1,7,3,4,7,2,2,0,1,15,6,4,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,-1,10,9,3,1,5,6,3,0,3,1,2,1,0,6,3,0,3,1,2,1,0,8,2.966666666666667
2016-10-15,Crystal Palace,West Ham,0,1,A,0,1,A,12,12,3,4,12,13,7,6,1,3,0,1,20.25,19.21,1.23,0,8,11,7,3,11,8,3,3,2,4,3,-1,5,3,1,1,1,4,3,-1,5,3,1,1,1,18,4,7,-9,8,17,1,6,1,0,3,-3,4,9,0,3,0,0,3,-3,4,9,0,3,0,17,5,6,-1,2,4,1,2,2,3,2,1,1,1,1,1,0,3,2,1,1,1,1,1,0,2,15,10,1,4,6,4,2,3,1,3,-2,0,5,0,2,1,1,3,-2,0,5,0,2,1,16,4.483333333333333
2016-10-15,Man City,Everton,1,1,D,0,0,D,19,3,8,2,7,9,13,1,0,2,0,0,20.81,20.35,0.66,0,1,18,7,13,18,7,6,1,0,9,3,3,9,2,3,0,0,9,3,3,9,2,3,0,0,5,14,7,6,11,5,4,1,2,6,3,4,5,2,2,1,0,6,3,4,5,2,2,1,0,13,7,4,3,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,4,-1,2,2,1,1,2,2,3,0,1,2,0,1,2,2,3,0,1,2,0,1,2,17,4.016666666666667
2016-10-15,Chelsea,Leicester,3,0,H,2,0,H,16,5,6,0,6,12,8,5,1,1,0,0,20.19,19.74,0.65,1,7,13,7,1,12,9,4,2,1,6,3,4,6,3,2,1,0,6,3,4,6,3,2,1,0,12,8,7,-3,8,11,2,3,2,0,3,-4,3,10,0,3,0,0,3,-4,3,10,0,3,0,5,13,11,-2,4,6,2,1,7,8,7,0,3,3,1,1,5,8,7,0,3,3,1,1,5,10,9,11,-4,4,12,2,3,3,0,3,-2,1,7,0,3,0,0,3,-2,1,7,0,3,0,8,3.1166666666666667
2016-10-15,Arsenal,Swansea,3,2,H,2,1,H,16,13,6,6,7,10,5,6,0,1,1,0,20.77,19.65,1.32,1,3,16,7,8,16,7,5,2,1,6,3,0,8,5,2,1,0,6,3,0,8,5,2,1,0,17,4,7,-5,6,12,1,5,1,3,3,0,2,3,1,2,0,3,3,0,2,3,1,2,0,7,9,6,3,5,2,2,0,3,1,2,0,1,2,0,1,1,1,2,0,1,2,0,1,1,3,14,8,6,9,3,4,1,2,2,3,-1,0,1,0,1,2,2,3,-1,0,1,0,1,2,1,2.3000000000000003
2016-10-15,Stoke,Sunderland,2,0,H,2,0,H,18,11,6,1,10,13,6,4,1,1,0,0,19.29,19.52,-0.02,0,19,3,7,-11,5,16,0,8,3,1,3,-7,2,9,0,2,1,1,3,-7,2,9,0,2,1,20,2,7,-7,6,13,0,9,2,1,3,-1,2,4,0,2,1,1,3,-1,2,4,0,2,1,6,10,10,-3,3,6,2,2,4,8,6,0,3,3,2,2,2,8,6,0,3,3,2,2,2,12,8,9,-2,1,3,1,1,5,2,3,-1,0,1,0,1,2,2,3,-1,0,1,0,1,2,3,2.683333333333333
2016-10-15,West Brom,Tottenham,1,1,D,0,0,D,8,20,4,8,14,10,5,8,2,2,0,0,19.93,20.72,-0.59,0,9,9,7,1,8,7,2,2,3,4,3,-1,5,4,1,1,1,4,3,-1,5,4,1,1,1,2,17,7,7,12,3,5,0,2,7,3,4,7,2,2,0,1,7,3,4,7,2,2,0,1,15,6,4,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,-1,10,9,3,1,5,6,3,0,3,1,2,1,0,6,3,0,3,1,2,1,0,20,5.483333333333333
2016-10-15,Crystal Palace,West Ham,0,1,A,0,1,A,12,12,3,4,12,13,7,6,1,3,0,1,20.25,19.21,1.23,0,8,11,7,3,11,8,3,3,2,4,3,-1,5,3,1,1,1,4,3,-1,5,3,1,1,1,18,4,7,-9,8,17,1,6,1,0,3,-3,4,9,0,3,0,0,3,-3,4,9,0,3,0,17,5,6,-1,2,4,1,2,2,3,2,1,1,1,1,1,0,3,2,1,1,1,1,1,0,2,15,10,1,4,6,4,2,3,1,3,-2,0,5,0,2,1,1,3,-2,0,5,0,2,1,4,4.683333333333334
2016-10-15,Man City,Everton,1,1,D,0,0,D,19,3,8,2,7,9,13,1,0,2,0,0,20.81,20.35,0.66,0,1,18,7,13,18,7,6,1,0,9,3,3,9,2,3,0,0,9,3,3,9,2,3,0,0,5,14,7,6,11,5,4,1,2,6,3,4,5,2,2,1,0,6,3,4,5,2,2,1,0,13,7,4,3,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,4,-1,2,2,1,1,2,2,3,0,1,2,0,1,2,2,3,0,1,2,0,1,2,21,4.5
2016-10-15,Bournemouth,Hull,6,1,H,3,1,H,22,11,10,4,8,14,5,4,0,3,0,0,19.77,19.36,0.61,1,13,8,7,-5,6,11,2,8,2,6,3,-1,3,3,2,1,0,6,3,-1,3,3,2,1,0,15,7,7,-5,7,14,2,4,1,4,3,2,4,6,1,1,1,4,3,2,4,6,1,1,1,11,8,5,-1,2,2,2,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,19,11,6,13,6,5,1,4,2,3,0,0,3,0,1,2,2,3,0,0,3,0,1,2,7,2.1333333333333333
2016-10-15,Stoke,Sunderland,2,0,H,2,0,H,18,11,6,1,10,13,6,4,1,1,0,0,19.29,19.52,-0.02,0,19,3,7,-11,5,16,0,8,3,1,3,-7,2,9,0,2,1,1,3,-7,2,9,0,2,1,20,2,7,-7,6,13,0,9,2,1,3,-1,2,4,0,2,1,1,3,-1,2,4,0,2,1,6,10,10,-3,3,6,2,2,4,8,6,0,3,3,2,2,2,8,6,0,3,3,2,2,2,12,8,9,-2,1,3,1,1,5,2,3,-1,0,1,0,1,2,2,3,-1,0,1,0,1,2,3,2.516666666666667
2016-10-15,Bournemouth,Hull,6,1,H,3,1,H,22,11,10,4,8,14,5,4,0,3,0,0,19.77,19.36,0.61,1,13,8,7,-5,6,11,2,8,2,6,3,-1,3,3,2,1,0,6,3,-1,3,3,2,1,0,15,7,7,-5,7,14,2,4,1,4,3,2,4,6,1,1,1,4,3,2,4,6,1,1,1,11,8,5,-1,2,2,2,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,19,11,6,13,6,5,1,4,2,3,0,0,3,0,1,2,2,3,0,0,3,0,1,2,10,2.9666666666666663
2016-10-15,Arsenal,Swansea,3,2,H,2,1,H,16,13,6,6,7,10,5,6,0,1,1,0,20.77,19.65,1.32,1,3,16,7,8,16,7,5,2,1,6,3,0,8,5,2,1,0,6,3,0,8,5,2,1,0,17,4,7,-5,6,12,1,5,1,3,3,0,2,3,1,2,0,3,3,0,2,3,1,2,0,7,9,6,3,5,2,2,0,3,1,2,0,1,2,0,1,1,1,2,0,1,2,0,1,1,3,14,8,6,9,3,4,1,2,2,3,-1,0,1,0,1,2,2,3,-1,0,1,0,1,2,23,4.7
2016-10-15,Chelsea,Leicester,3,0,H,2,0,H,16,5,6,0,6,12,8,5,1,1,0,0,20.19,19.74,0.65,1,7,13,7,1,12,9,4,2,1,6,3,4,6,3,2,1,0,6,3,4,6,3,2,1,0,12,8,7,-3,8,11,2,3,2,0,3,-4,3,10,0,3,0,0,3,-4,3,10,0,3,0,5,13,11,-2,4,6,2,1,7,8,7,0,3,3,1,1,5,8,7,0,3,3,1,1,5,10,9,11,-4,4,12,2,3,3,0,3,-2,1,7,0,3,0,0,3,-2,1,7,0,3,0,15,4.65
2016-10-16,Southampton,Burnley,3,1,H,0,0,D,34,6,14,1,11,10,8,4,1,2,0,0,20.11,19.76,0.55,1,11,9,7,1,7,6,2,2,3,5,3,0,3,2,1,0,2,5,3,0,3,2,1,0,2,14,7,7,-3,5,9,2,5,1,0,2,-3,0,6,0,2,0,0,2,-3,0,6,0,2,0,9,9,6,2,4,2,2,1,3,4,2,0,2,0,1,0,1,4,2,0,2,0,1,0,1,10,9,7,1,3,3,2,2,3,0,2,-2,0,3,0,2,0,0,2,-2,0,3,0,2,0,7,2.733333333333333
2016-10-16,Middlesbrough,Watford,0,1,A,0,0,D,10,4,3,2,15,10,4,6,4,1,0,0,19.72,19.87,0.05,0,17,6,7,-3,7,10,1,3,3,1,3,-1,3,5,0,2,1,1,3,-1,3,5,0,2,1,12,8,7,-1,12,13,2,3,2,4,3,2,5,5,1,1,1,4,3,2,5,5,1,1,1,18,6,6,-2,3,5,1,1,3,1,2,3,0,2,0,1,1,1,2,3,0,2,0,1,1,20,5,4,-2,3,3,1,1,2,4,3,1,3,3,1,1,1,4,3,1,3,3,1,1,1,9,2.2666666666666666
2016-10-16,Southampton,Burnley,3,1,H,0,0,D,34,6,14,1,11,10,8,4,1,2,0,0,20.11,19.76,0.55,1,11,9,7,1,7,6,2,2,3,5,3,0,3,2,1,0,2,5,3,0,3,2,1,0,2,14,7,7,-3,5,9,2,5,1,0,2,-3,0,6,0,2,0,0,2,-3,0,6,0,2,0,9,9,6,2,4,2,2,1,3,4,2,0,2,0,1,0,1,4,2,0,2,0,1,0,1,10,9,7,1,3,3,2,2,3,0,2,-2,0,3,0,2,0,0,2,-2,0,3,0,2,0,11,3.4333333333333336
2016-10-16,Middlesbrough,Watford,0,1,A,0,0,D,10,4,3,2,15,10,4,6,4,1,0,0,19.72,19.87,0.05,0,17,6,7,-3,7,10,1,3,3,1,3,-1,3,5,0,2,1,1,3,-1,3,5,0,2,1,12,8,7,-1,12,13,2,3,2,4,3,2,5,5,1,1,1,4,3,2,5,5,1,1,1,18,6,6,-2,3,5,1,1,3,1,2,3,0,2,0,1,1,1,2,3,0,2,0,1,1,20,5,4,-2,3,3,1,1,2,4,3,1,3,3,1,1,1,4,3,1,3,3,1,1,1,9,2.75
2016-10-17,Liverpool,Man United,0,0,D,0,0,D,9,7,3,1,14,20,3,1,0,4,0,0,20.72,20.27,0.65,0,4,16,7,7,18,10,5,1,1,6,2,3,9,2,2,0,0,6,2,3,9,2,2,0,0,7,13,7,5,13,8,4,2,1,6,3,3,5,4,2,1,0,6,3,3,5,4,2,1,0,16,7,5,1,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,10,1,10,4,5,1,3,4,3,1,1,1,1,1,1,4,3,1,1,1,1,1,1,18,5.266666666666667
2016-10-17,Liverpool,Man United,0,0,D,0,0,D,9,7,3,1,14,20,3,1,0,4,0,0,20.72,20.27,0.65,0,4,16,7,7,18,10,5,1,1,6,2,3,9,2,2,0,0,6,2,3,9,2,2,0,0,7,13,7,5,13,8,4,2,1,6,3,3,5,4,2,1,0,6,3,3,5,4,2,1,0,16,7,5,1,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,10,1,10,4,5,1,3,4,3,1,1,1,1,1,1,4,3,1,1,1,1,1,1,12,4.95
2016-10-22,Liverpool,West Brom,2,1,H,2,0,H,21,6,7,1,9,13,3,2,1,3,0,0,20.65,19.98,0.87,1,4,17,8,8,18,10,5,1,2,7,3,7,9,2,2,0,1,7,3,7,9,2,2,0,1,12,10,8,1,9,8,2,2,4,5,4,0,3,3,1,1,2,5,4,0,3,3,1,1,2,16,7,5,1,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,4,0,1,0,1,0,3,6,4,0,1,0,1,0,3,6,4,0,1,0,1,0,3,9,2.783333333333333
2016-10-22,Leicester,Crystal Palace,3,1,H,1,0,H,17,23,4,7,10,8,8,8,0,0,0,0,19.51,20.03,-0.32,0,13,8,8,-3,8,14,2,4,2,8,4,4,5,1,2,0,2,8,4,4,5,1,2,0,2,9,11,8,3,11,9,3,4,2,7,4,1,6,5,2,1,1,7,4,1,6,5,2,1,1,11,9,12,-8,4,14,2,4,3,9,8,0,3,5,2,3,3,9,8,0,3,5,2,3,3,17,6,7,0,2,4,1,2,3,2,4,-1,1,3,0,2,2,2,4,-1,1,3,0,2,2,7,3.0666666666666664
2016-10-22,Swansea,Watford,0,0,D,0,0,D,11,10,5,2,15,16,7,2,2,1,0,0,19.68,19.97,-0.09,0,19,4,8,-6,8,15,1,6,1,1,4,-4,4,9,0,3,1,1,4,-4,4,9,0,3,1,10,11,8,-1,13,13,3,3,2,7,4,0,6,5,2,1,1,7,4,0,6,5,2,1,1,5,14,9,6,10,5,4,2,2,12,5,0,9,2,4,1,0,12,5,0,9,2,4,1,0,15,7,6,2,3,3,1,1,4,5,4,0,3,3,1,1,2,5,4,0,3,3,1,1,2,14,2.9166666666666665
2016-10-22,Arsenal,Middlesbrough,0,0,D,0,0,D,9,11,5,4,6,13,8,3,1,0,0,0,20.74,19.62,1.32,0,2,19,8,9,19,9,6,2,1,9,4,3,11,7,3,1,0,9,4,3,11,7,3,1,0,17,6,8,-3,7,11,1,4,3,5,4,-1,4,5,1,1,2,5,4,-1,4,5,1,1,2,9,9,6,3,5,2,2,0,3,1,2,0,1,2,0,1,1,1,2,0,1,2,0,1,1,20,7,7,3,3,5,1,1,4,5,4,0,3,3,1,1,2,5,4,0,3,3,1,1,2,4,2.25
2016-10-22,Burnley,Everton,2,1,H,1,0,H,9,20,3,8,16,15,2,8,2,3,0,0,19.61,20.42,-0.61,0,14,7,8,-4,6,12,2,6,1,7,5,3,5,3,2,2,1,7,5,3,5,3,2,2,1,6,15,8,6,12,6,4,1,3,7,4,3,6,3,2,1,1,7,4,3,6,3,2,1,1,7,10,8,0,3,3,2,2,4,9,5,-1,3,0,2,0,3,9,5,-1,3,0,2,0,3,18,6,5,0,2,2,1,1,3,3,4,-1,1,2,0,1,3,3,4,-1,1,2,0,1,3,4,2.8166666666666664
2016-10-22,Swansea,Watford,0,0,D,0,0,D,11,10,5,2,15,16,7,2,2,1,0,0,19.68,19.97,-0.09,0,19,4,8,-6,8,15,1,6,1,1,4,-4,4,9,0,3,1,1,4,-4,4,9,0,3,1,10,11,8,-1,13,13,3,3,2,7,4,0,6,5,2,1,1,7,4,0,6,5,2,1,1,5,14,9,6,10,5,4,2,2,12,5,0,9,2,4,1,0,12,5,0,9,2,4,1,0,15,7,6,2,3,3,1,1,4,5,4,0,3,3,1,1,2,5,4,0,3,3,1,1,2,1,2.1166666666666667
2016-10-22,West Ham,Sunderland,1,0,H,0,0,D,20,10,3,2,10,13,6,2,2,5,0,0,19.44,19.31,0.32,1,16,7,8,-9,9,17,2,6,1,4,4,-4,4,8,1,2,1,4,4,-4,4,8,1,2,1,20,2,8,-7,6,15,0,11,2,1,4,-2,2,6,0,3,1,1,4,-2,2,6,0,3,1,3,18,11,-2,5,6,5,2,3,14,7,0,4,1,4,1,2,14,7,0,4,1,4,1,2,13,8,10,-2,1,5,1,2,5,2,4,-1,0,3,0,2,2,2,4,-1,0,3,0,2,2,6,4.516666666666667
2016-10-22,Hull,Stoke,0,2,A,0,1,A,9,12,2,6,16,8,5,7,2,3,0,0,18.92,19.49,-0.38,1,15,7,8,-7,8,20,2,5,1,3,4,-3,3,8,1,3,0,3,4,-3,3,8,1,3,0,18,6,8,-11,7,16,1,8,3,2,4,-4,3,7,0,2,2,2,4,-4,3,7,0,2,2,1,19,12,7,14,9,5,2,4,17,8,7,13,3,5,1,2,17,8,7,13,3,5,1,2,8,10,10,-3,3,6,2,2,4,2,4,-3,0,3,0,2,2,2,4,-3,0,3,0,2,2,2,1.9333333333333333
2016-10-22,Burnley,Everton,2,1,H,1,0,H,9,20,3,8,16,15,2,8,2,3,0,0,19.61,20.42,-0.61,0,14,7,8,-4,6,12,2,6,1,7,5,3,5,3,2,2,1,7,5,3,5,3,2,2,1,6,15,8,6,12,6,4,1,3,7,4,3,6,3,2,1,1,7,4,3,6,3,2,1,1,7,10,8,0,3,3,2,2,4,9,5,-1,3,0,2,0,3,9,5,-1,3,0,2,0,3,18,6,5,0,2,2,1,1,3,3,4,-1,1,2,0,1,3,3,4,-1,1,2,0,1,3,14,3.5500000000000003
2016-10-22,Leicester,Crystal Palace,3,1,H,1,0,H,17,23,4,7,10,8,8,8,0,0,0,0,19.51,20.03,-0.32,0,13,8,8,-3,8,14,2,4,2,8,4,4,5,1,2,0,2,8,4,4,5,1,2,0,2,9,11,8,3,11,9,3,4,2,7,4,1,6,5,2,1,1,7,4,1,6,5,2,1,1,11,9,12,-8,4,14,2,4,3,9,8,0,3,5,2,3,3,9,8,0,3,5,2,3,3,17,6,7,0,2,4,1,2,3,2,4,-1,1,3,0,2,2,2,4,-1,1,3,0,2,2,16,4.583333333333333
2016-10-22,Bournemouth,Tottenham,0,0,D,0,0,D,8,16,1,4,10,15,7,4,2,4,0,0,20.21,20.66,-0.25,0,11,11,8,-5,12,12,3,8,2,9,4,0,9,4,3,1,0,9,4,0,9,4,3,1,0,3,18,8,9,13,4,5,0,3,8,4,5,8,3,2,0,2,8,4,5,8,3,2,0,2,12,8,5,-1,2,2,2,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,15,12,1,10,9,3,1,6,7,4,2,3,1,2,1,1,7,4,2,3,1,2,1,1,13,3.5666666666666664
2016-10-22,Arsenal,Middlesbrough,0,0,D,0,0,D,9,11,5,4,6,13,8,3,1,0,0,0,20.74,19.62,1.32,0,2,19,8,9,19,9,6,2,1,9,4,3,11,7,3,1,0,9,4,3,11,7,3,1,0,17,6,8,-3,7,11,1,4,3,5,4,-1,4,5,1,1,2,5,4,-1,4,5,1,1,2,9,9,6,3,5,2,2,0,3,1,2,0,1,2,0,1,1,1,2,0,1,2,0,1,1,20,7,7,3,3,5,1,1,4,5,4,0,3,3,1,1,2,5,4,0,3,3,1,1,2,24,4.883333333333334
2016-10-22,Hull,Stoke,0,2,A,0,1,A,9,12,2,6,16,8,5,7,2,3,0,0,18.92,19.49,-0.38,1,15,7,8,-7,8,20,2,5,1,3,4,-3,3,8,1,3,0,3,4,-3,3,8,1,3,0,18,6,8,-11,7,16,1,8,3,2,4,-4,3,7,0,2,2,2,4,-4,3,7,0,2,2,1,19,12,7,14,9,5,2,4,17,8,7,13,3,5,1,2,17,8,7,13,3,5,1,2,8,10,10,-3,3,6,2,2,4,2,4,-3,0,3,0,2,2,2,4,-3,0,3,0,2,2,6,3.1833333333333336
